鉄砲洲,35.672389,139.780218,明石町,35.668536,139.77867,450,1,35.670963,139.779455,,,120,453,-0.006319142343494171
鉄砲洲,35.672075,139.780009,新川二丁目,35.674517,139.781928,510,1,35.673541,139.782615,,,121,490,0.08114386330820568
豊玉中一丁目,35.728598,139.661569,江古田三丁目,35.726238,139.667737,620,1,35.727127,139.665629,,,122,625,nan
真砂坂上,35.707171,139.756756,富坂上,35.709137,139.748677,750,1,35.708366,139.752526,,,123,780,-0.11390673387182448
花園町,35.691335,139.712944,曙橋,35.692515,139.721886,800,1,35.69131,139.717455,,,124,839,0.5612229504589904
神南一丁目,35.662694,139.700915,渋谷駅東口,35.660281,139.702188,600,1,35.65998,139.700789,,,125,599,-1.024095508582141
富坂上,35.709137,139.748677,春日二丁目,35.712095,139.743597,930,1,35.710745,139.745502,,,126,567,0.6425940214593729
深川五中前,35.652375,139.798395,豊洲二丁目,35.656265,139.794518,800,1,35.654982,139.795068,,,127,800,-0.03890621912584939
東雲小学校前,35.642476,139.799906,深川車庫前,35.643281,139.802619,430,1,35.642084,139.802067,,,128,967,nan
東京女子医大前,35.697418,139.719907,余丁町,35.698368,139.716117,530,1,35.69906,139.717954,,,129,496,0.05975897005787049
新川,35.675847,139.780264,鉄砲洲,35.672389,139.780218,600,2,35.674741,139.781017,,,130,940,0.8018185082285088
有明テニスの森,35.636704,139.788049,お台場海浜公園駅前,35.629596,139.778495,1200,1,35.635018,139.784941,,,131,1184,0.9503651456596293
がん研有明病院前,35.633504,139.794422,辰巳三丁目,35.642126,139.812013,2300,1,35.641014,139.804651,,,132,2336,2.2972897991549757
松島三丁目,35.712522,139.864275,江戸川区役所前,35.706995,139.86787,720,1,35.71084436,139.8654982,,,133,699,0.03457155372737092
余丁町,35.698368,139.716117,東新宿保健センター前,35.697584,139.709838,560,1,35.697643,139.713468,,,134,581,0.31745799213927894
王子五丁目,35.765162,139.735878,王子三丁目,35.758386,139.737592,790,1,35.762718,139.736959,,,135,787,0.8656472256899543
東池袋一丁目,35.728169,139.715731,池袋サンシャインシティ,35.728088,139.720082,900,1,35.730639,139.718304,,,136,4920,nan
辰巳橋,35.650136,139.807307,深川五中前,35.652375,139.798395,950,1,35.64962,139.802516,,,137,950,0.814486702484427
豊玉北四丁目,35.734544,139.659325,練馬車庫前,35.738333,139.664694,750,2,35.737128,139.660515,,,138,1080,nan
早稲田,35.711158,139.720859,西早稲田,35.709395,139.715999,700,1,35.711737,139.717247,,,139,716,0.14285871554354548
太平三丁目,35.700184,139.814863,錦糸町駅前,35.697502,139.813863,350,1,35.699233,139.814966,,,140,350,nan
新田一丁目,35.775349,139.738402,新田二丁目,35.772547,139.742291,479,1,35.774077,139.740343,,,141,469,-0.05622746387423655
王子駅前,35.753734,139.737318,王子三丁目,35.759607,139.7374,670,1,35.755613,139.737064,,,142,667,-0.15140935215922105
東京テレポート駅前,35.627045,139.779637,東京港湾合同庁舎前,35.617129,139.776131,1650,1,35.617328,139.779442,35.692829,139.699244,143,1661,2.330877229881892
高田馬場駅前,35.712972,139.704932,新宿スポーツセンター入口,35.708767,139.706207,700,1,35.709741,139.703617,,,144,704,0.33153549953135253
日本女子大前（豊明小学校前）,35.716332,139.719046,目白駅前,35.721139,139.70715,1200,0,,,,,145,1247,nan
西一之江四丁目,35.694042,139.873692,東小松川一丁目,35.699771,139.867775,860,1,35.695616,139.871586,,,146,873,0.7412644739473522
防衛省前,35.691178,139.731248,一口坂,35.692447,139.740553,950,1,35.691358,139.736745,,,147,952,0.6001305952041793
寿三丁目,35.706106,139.790263,元浅草三丁目,35.706529,139.785623,420,1,35.706196,139.788731,,,148,422,0.3226722431836794
千住桜木,35.755188,139.790565,桜木土手上,35.754927,139.778943,1100,1,35.755385,139.783717,,,149,1104,2.1808906568890065
枝川,35.657814,139.801635,豊洲駅前,35.654095,139.79731,670,1,35.65568724,139.7983587,,,150,652,-0.3917477057703679
早大正門,35.70904,139.722952,早稲田,35.710902,139.721723,300,0,,,,,151,319,nan
神宮前一丁目,35.671184,139.707331,北参道,35.679394,139.704619,1000,1,35.6751102,139.7067721,,,152,1008,1.1284199390524985
江古田三丁目,35.726238,139.667737,江古田一丁目,35.72389746,139.6715675,560,1,35.72392,139.666727,,,153,799,nan
新田土手通り,35.76924,139.753384,宮城土手上,35.762689,139.758412,900,1,35.76384,139.75767,,,154,891,2.5141030851470667
蔵前駅前,35.705534,139.792603,石原一丁目,35.700297,139.797906,900,1,35.702838,139.796928,,,155,886,-0.19175505990457267
千住桜木,35.756047,139.789575,千住中居町,35.750852,139.796384,930,1,35.751044,139.794137,,,156,920,0.3973909455776446
東雲都橋,35.645483,139.7998,東雲一丁目,35.646922,139.801527,330,1,35.645617,139.801075,,,157,325,-0.3774157254996637
西早稲田,35.709477,139.715814,高田馬場駅前,35.713119,139.704404,1150,1,35.711148,139.71091,,,158,1159,-0.05784546426444831
練馬車庫前,35.738301,139.664019,豊玉北四丁目,35.735315,139.659548,630,2,35.738083,139.661307,,,159,604,nan
豊洲二丁目,35.656265,139.794518,豊洲一丁目,35.660591,139.793523,610,1,35.657741,139.793065,,,160,599,0.2295886350497914
三角,35.675499,139.871054,春江町四丁目,35.682855,139.874778,950,1,35.67859,139.872278,,,161,912,nan
御徒町駅前,35.707807,139.775546,新御徒町駅前,35.707176,139.781102,520,1,35.707377,139.779275,,,162,504,0.4779833121672063
東小松川一丁目,35.699395,139.867917,西一之江四丁目,35.695008,139.872556,670,1,35.696631,139.870385,,,163,683,0.5237321331963597
池袋サンシャインシティ,35.728778,139.72111,池袋駅東口,35.729601,139.712898,1200,2,35.729325,139.717008,,,164,1174,-0.8773440436628072
南長崎三丁目,35.724856,139.686178,目白五丁目,35.722498,139.693253,710,1,35.722737,139.690428,,,165,607,nan
石原四丁目,35.700639,139.806659,石原二丁目,35.700365,139.800732,560,1,35.700511,139.804381,,,166,536,0.32815469844790224
フジテレビ前,35.627591,139.774997,東京国際クルーズターミナル駅前,35.621688,139.773049,950,1,35.625774,139.771614,,,167,959,3.0281109194382103
歌舞伎町,35.693269,139.701917,新宿駅西口,35.691889,139.698978,450,0,,,,,168,453,-1.805407562750761
千住中居町,35.750852,139.796384,北千住駅前,35.750302,139.804422,760,1,35.75097,139.799284,,,169,754,-1.0384355774121707
春江町四丁目,35.683058,139.875011,三角,35.675554,139.871298,950,1,35.67864,139.872504,,,170,953,nan
新田三丁目,35.770366,35.770366,ハートアイランド西,35.76968,139.74765,620,2,35.770938,139.744591,,,171,625,0.8074340552767768
石原三丁目,35.700664,139.804109,太平一丁目,35.70098,139.810088,540,1,35.700761,139.806833,,,172,541,-0.005677990839076306
東京港湾合同庁舎前,35.617558,139.776402,東京テレポート駅前,35.626795,139.7785,1580,1,35.617421,139.778722,,,173,1597,nan
目白五丁目,35.722498,139.693253,下落合四丁目,35.721987,139.697947,430,1,35.722043,139.695168,,,174,437,0.3004565950001388
豊島七丁目,35.764723,139.74245,新田三丁目,35.770366,35.770366,660,1,35.766797,139.74216,,,175,689,0.8648188992504798
深川車庫入口,35.645414,139.801264,都橋住宅前,35.643534,139.797679,430,1,35.645284,139.799819,,,176,427,0.39152862937704164
